Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
12/24/17,1:17:00,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,0,no motion detected,no motion detected,empty room
1/10/18,15:34:59,25.56,26,25.44,NA,10,10,53,33,0.13,0.1,0.19,0.09,370,0.876923077,no motion detected,motion detected,3 persons
12/22/17,12:01:41,25.56,27.44,25.06,26,156,NA,75,58,0.1,0.05,0.06,0.06,600,2.146153846,no motion detected,no motion detected,2 persons
12/26/17,1:35:35,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:41:40,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/26/17,1:20:16,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:36:09,25.44,25.38,24.88,25.81,156,239,70,54,0.73,0.81,0.41,0.17,460,0.384615385,motion detected,no motion detected,2 persons
12/25/17,10:30:19,25.06,25.13,24.75,NA,10,11,49,33,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:34:44,25.81,26.06,25.69,25.88,5,5,29,17,0.25,0.38,0.67,0.2,630,2.669230769,motion detected,motion detected,3 persons
12/23/17,1:05:56,25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,-0.223076923,no motion detected,no motion detected,empty room
12/25/17,10:07:51,25.06,25.06,24.69,25.63,9,10,45,30,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:25:05,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.05,0.06,375,-0.034615385,no motion detected,no motion detected,empty room
1/10/18,16:04:05,25.69,26.19,25.56,25.75,8,8,30,28,0.15,0.72,0.13,0.09,475,2.611538462,no motion detected,motion detected,3 persons
1/10/18,16:28:36,25.75,26.06,25.69,25.88,5,6,NA,20,NA,0.15,0.27,0.09,605,3.376923077,motion detected,motion detected,3 persons
1/11/18,1:09:24,25.19,25.19,24.81,25.25,0,0,0,0,0.06,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,10:23:41,25.06,25.13,24.75,25.63,10,11,49,34,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:41:03,25.19,25.25,24.75,25.25,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,17:01:17,25.88,26.06,25.75,25.94,133,216,172,25,0.12,0.9,NA,0.08,770,1.676923077,motion detected,motion detected,3 persons
1/10/18,15:51:50,25.69,26.44,25.5,NA,9,9,50,30,1.4,2.8,0.26,0.19,405,0.734615385,motion detected,motion detected,3 persons
12/26/17,0:34:19,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:37:47,25.81,26.13,25.75,25.81,4,4,29,16,0.16,0.86,NA,0.09,675,3.511538462,no motion detected,no motion detected,3 persons
12/23/17,1:28:24,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/10/18,15:29:53,25.5,25.88,25.38,25.63,10,13,55,NA,0.37,0.51,0.98,0.16,370,1.107692308,no motion detected,no motion detected,3 persons
1/11/18,0:55:06,25.19,25.25,24.81,25.31,0,0,0,0,0.06,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,10:13:28,25.06,25.13,24.69,NA,10,10,47,31,0.08,0.05,NA,0.09,NA,0,no motion detected,no motion detected,empty room
12/22/17,10:57:21,25.06,24.88,24.63,25.56,NA,35,58,44,0.14,0.17,0.15,0.06,390,-0.719230769,motion detected,no motion detected,1 person
12/23/17,0:26:06,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.07,375,0.003846154,no motion detected,no motion detected,empty room
1/11/18,0:07:06,25.19,25.25,24.88,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,9:34:40,25.06,25.06,24.63,25.44,7,8,39,26,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:30:32,25.38,25.38,24.81,25.81,157,241,67,53,0.73,0.24,0.1,NA,445,0.623076923,no motion detected,motion detected,2 persons
12/25/17,10:50:14,25.13,25.13,24.81,25.75,11,13,54,38,0.08,NA,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:10:22,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,NA,0.06,365,-0.165384615,no motion detected,no motion detected,empty room
1/10/18,17:00:15,25.88,26.06,25.75,25.94,2,3,12,10,0.75,0.47,0.33,0.21,760,1.819230769,motion detected,motion detected,3 persons
1/10/18,15:49:48,25.63,26.31,25.56,25.75,9,9,50,30,0.32,0.96,0.13,0.12,385,0.546153846,motion detected,motion detected,3 persons
1/11/18,1:18:35,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,16:39:19,25.81,26.13,25.75,25.81,4,4,33,16,0.35,0.38,0.25,NA,680,3.830769231,motion detected,motion detected,3 persons
12/24/17,0:57:36,25.38,25.38,24.94,25.75,0,0,0,0,0.07,NA,0.06,0.06,365,-0.142307692,no motion detected,no motion detected,empty room
12/23/17,0:24:34,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.073076923,no motion detected,no motion detected,empty room
12/23/17,0:41:25,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
1/11/18,0:00:28,25.25,25.25,24.88,25.38,0,0,0,0,0.08,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,10:21:39,25.13,25.13,24.69,25.63,10,11,49,34,0.08,0.05,NA,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:40:36,25.56,26.19,25.5,NA,10,10,54,34,0.17,0.15,0.12,0.09,375,0.126923077,no motion detected,no motion detected,3 persons
12/24/17,1:38:27,25.38,25.44,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,0,no motion detected,no motion detected,empty room
1/10/18,16:47:29,25.81,26.06,25.75,25.88,3,4,22,14,0.33,0.31,0.13,0.09,730,2.676923077,motion detected,motion detected,3 persons
12/24/17,0:30:32,25.44,25.44,24.94,NA,0,0,0,0,0.06,0.05,NA,0.06,370,0,no motion detected,no motion detected,empty room
12/24/17,1:06:17,25.38,25.44,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.026923077,no motion detected,no motion detected,empty room
1/11/18,1:26:45,25.19,25.25,24.75,25.25,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
1/11/18,1:09:55,25.19,25.25,24.81,25.25,0,0,0,0,0.07,0.05,NA,0.08,345,0,no motion detected,no motion detected,empty room
1/10/18,17:02:18,25.88,26.13,25.75,25.88,146,237,185,26,0.17,0.66,0.32,0.09,780,1.607692308,motion detected,motion detected,3 persons
12/22/17,12:19:02,25.69,28.19,25.13,26.06,156,243,79,61,0.75,0.55,0.61,0.17,635,1.676923077,motion detected,no motion detected,2 persons
1/10/18,17:08:26,25.94,26.13,25.81,25.94,149,235,180,24,1.08,0.73,1.07,0.37,785,1.653846154,motion detected,motion detected,3 persons
1/11/18,1:07:52,25.25,25.25,24.81,25.25,0,0,0,0,0.08,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,1:40:11,25.38,25.38,24.88,25.75,0,0,0,0,0.08,0.05,0.05,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:54:05,25.25,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/22/17,12:03:43,25.56,27.94,25.06,25.94,157,NA,75,59,1.93,0.15,0.11,0.06,595,2.292307692,motion detected,no motion detected,2 persons
1/10/18,15:44:41,25.63,26.25,25.44,NA,10,10,38,34,0.07,0.06,0.08,0.08,380,0.342307692,no motion detected,motion detected,3 persons
12/23/17,0:37:51,25.31,25.38,24.94,25.63,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
1/11/18,0:10:41,25.25,25.31,24.81,25.38,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,10:34:55,25.13,25.13,24.75,25.75,10,12,49,NA,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:49:26,25.44,25.44,24.94,NA,0,0,0,0,0.07,NA,0.06,0.06,370,-0.1,no motion detected,no motion detected,empty room
12/24/17,0:52:30,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.084615385,no motion detected,no motion detected,empty room
1/11/18,0:03:01,25.25,25.31,24.88,25.31,0,0,0,0,0.07,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,0:14:24,25.38,25.38,NA,25.81,0,0,0,0,0.08,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:26:42,25.69,28.5,25.19,26.06,156,243,80,60,0.08,0.05,0.06,0.06,645,0.861538462,no motion detected,no motion detected,2 persons
12/23/17,1:43:43,25.31,25.31,24.81,NA,0,0,0,0,0.07,0.05,0.06,0.07,370,0,no motion detected,no motion detected,empty room
12/26/17,0:26:40,25.38,25.38,NA,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:19:12,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/24/17,0:38:43,25.44,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.015384615,no motion detected,no motion detected,empty room
12/25/17,10:09:54,25.06,25.06,24.69,25.63,10,10,45,30,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:44:23,25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/24/17,0:16:45,25.44,25.44,NA,NA,0,0,0,0,0.07,NA,0.06,0.07,370,0,no motion detected,no motion detected,empty room
12/24/17,0:31:03,25.44,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/24/17,0:21:21,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.05,370,0,no motion detected,no motion detected,empty room
1/10/18,16:02:03,25.75,26.31,25.56,25.75,8,9,32,29,0.14,0.12,0.13,0.11,465,2.65,no motion detected,motion detected,3 persons
12/23/17,0:31:43,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.038461538,no motion detected,no motion detected,empty room
12/25/17,9:48:27,NA,25.06,24.63,25.44,8,9,42,29,0.07,0.05,0.05,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:41:09,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/10/18,15:28:21,25.5,25.75,25.38,25.63,10,13,56,NA,1.33,0.57,0.13,0.19,370,0.876923077,motion detected,no motion detected,3 persons
1/10/18,15:38:03,25.56,26.13,25.44,NA,10,10,51,32,0.42,0.41,0.13,0.15,370,0,no motion detected,motion detected,3 persons
1/10/18,16:55:40,25.88,26,25.75,25.94,3,3,13,11,0.09,0.07,0.37,NA,760,2.75,motion detected,motion detected,3 persons
1/10/18,16:58:43,25.88,26.06,25.81,25.94,2,3,15,10,0.22,0.06,0.15,0.12,755,1.657692308,no motion detected,motion detected,3 persons
12/25/17,10:47:10,25.13,25.13,24.81,NA,11,13,53,38,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:42:23,25.81,26.13,25.81,25.88,4,4,32,15,0.15,0.34,NA,0.09,680,3.603846154,motion detected,motion detected,3 persons
1/10/18,16:10:44,25.75,26.13,25.56,25.81,7,6,38,25,0.14,0.17,0.08,0.18,500,2.15,no motion detected,motion detected,3 persons
12/23/17,1:36:34,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.05,370,0,no motion detected,no motion detected,empty room
12/24/17,0:42:48,25.44,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.088461538,no motion detected,no motion detected,empty room
1/11/18,0:03:32,25.25,25.25,24.88,25.31,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,9:16:48,25.06,NA,24.56,25.31,7,7,35,24,0.08,0.05,NA,0.09,NA,-0.257692308,no motion detected,no motion detected,empty room
12/25/17,9:15:16,NA,NA,24.56,25.31,7,7,36,24,0.07,NA,NA,NA,NA,-0.219230769,no motion detected,no motion detected,empty room
12/25/17,10:46:09,25.13,25.13,24.81,25.75,11,13,53,37,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:25:48,25.5,25.63,25.31,25.63,10,11,56,NA,0.34,0.43,0.95,0.24,370,0.184615385,motion detected,motion detected,3 persons
1/11/18,1:01:14,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/22/17,12:13:56,25.63,27.81,25.13,26,157,NA,78,59,0.96,0.64,0.19,0.22,630,1.626923077,motion detected,motion detected,2 persons
12/24/17,1:00:09,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,0.05,0.07,365,-0.019230769,no motion detected,no motion detected,empty room
12/22/17,11:20:19,25.25,24.94,24.81,NA,124,36,61,47,0.83,0.05,0.06,0.08,435,0.869230769,no motion detected,no motion detected,1 person
12/26/17,1:29:58,25.38,25.38,24.94,25.81,0,0,0,0,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:32:07,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,15:59:30,25.69,26.38,25.56,25.75,8,8,33,29,0.09,0.08,NA,0.09,435,2.5,no motion detected,motion detected,3 persons
12/26/17,1:16:42,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:09:36,25.19,24.94,24.69,25.56,NA,35,57,43,0.08,0.05,0.06,0.06,425,1.115384615,no motion detected,no motion detected,1 person
1/11/18,1:11:26,25.19,25.19,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/23/17,1:17:40,25.38,25.31,24.88,25.75,0,0,0,0,0.07,0.05,NA,0.06,370,0,no motion detected,no motion detected,empty room
12/25/17,10:04:48,25.06,25.06,24.69,25.56,9,10,44,29,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:33:28,25.56,26,25.44,NA,10,12,55,34,0.29,0.06,0.06,0.09,370,1.107692308,no motion detected,no motion detected,3 persons
12/26/17,0:10:50,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:04:03,25.25,25.25,24.88,25.38,0,0,0,0,0.07,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/24/17,0:14:43,25.44,25.38,NA,NA,0,0,0,0,0.06,NA,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/22/17,11:06:01,25.19,24.88,24.69,25.56,NA,35,58,44,0.09,0.05,NA,0.08,410,0.853846154,motion detected,no motion detected,1 person
12/22/17,11:33:36,25.38,25.38,24.88,25.75,157,241,68,53,2.79,0.41,0.2,0.24,450,0.623076923,motion detected,no motion detected,2 persons
12/23/17,1:35:02,25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.05,NA,0.07,370,0,no motion detected,no motion detected,empty room
12/23/17,0:35:48,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/25/17,9:45:54,NA,25.06,24.63,25.5,8,9,42,29,0.07,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:19:55,25.75,26.06,25.69,25.81,5,7,36,23,0.41,0.11,0.08,0.09,565,3.769230769,no motion detected,motion detected,3 persons
12/23/17,1:33:30,25.31,25.31,24.88,25.81,0,0,0,0,0.06,0.05,NA,0.08,370,0,no motion detected,no motion detected,empty room
12/23/17,1:14:36,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/25/17,10:40:01,25.13,25.13,24.75,25.75,10,11,49,NA,0.08,0.05,NA,0.11,NA,0,no motion detected,no motion detected,empty room
12/25/17,9:29:34,NA,25.06,24.56,25.38,7,8,37,24,0.08,0.05,0.05,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:56:57,25.69,26.38,25.56,25.75,9,9,33,30,0.43,0.27,0.1,0.15,425,2.442307692,motion detected,motion detected,3 persons
12/22/17,11:15:43,25.25,24.94,24.75,25.63,NA,35,59,45,0.07,0.07,0.05,0.07,420,1.065384615,no motion detected,no motion detected,1 person
1/10/18,17:05:22,25.88,26.06,25.75,25.94,149,238,183,25,0.32,0.06,NA,0.09,780,1.484615385,no motion detected,motion detected,3 persons
12/26/17,0:18:29,25.38,25.38,24.94,25.88,0,0,0,0,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:41:03,25.13,25.13,24.75,25.75,10,12,49,34,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:43:00,25.38,25.38,NA,25.81,0,0,0,0,0.07,NA,NA,0.09,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:15:00,25.06,25.06,24.69,25.75,10,11,48,33,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:18:35,25.13,25.06,24.69,NA,10,10,45,30,0.09,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,9:47:26,NA,25.06,24.69,25.5,8,9,42,29,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:06:26,25.31,25.38,24.88,25.75,0,0,0,0,0.06,0.06,0.06,0.07,370,-0.207692308,no motion detected,no motion detected,empty room
12/22/17,12:29:15,25.69,28.38,25.19,26.06,156,243,80,61,0.8,0.21,0.16,0.14,640,0.526923077,motion detected,no motion detected,2 persons
12/26/17,0:50:09,25.38,25.38,24.94,25.88,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:18:02,25.38,25.44,24.88,NA,0,0,0,0,0.06,0.05,NA,0.06,365,0,no motion detected,no motion detected,empty room
12/25/17,10:21:08,25.06,25.13,24.69,NA,10,11,49,34,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:15:44,25.44,25.44,NA,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,0:04:33,25.19,25.25,24.81,25.38,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/22/17,12:13:25,25.63,27.63,25.13,25.94,157,NA,79,60,0.63,0.57,0.18,0.15,630,1.538461538,motion detected,no motion detected,2 persons
12/26/17,0:40:27,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:56:13,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,NA,0.06,375,0,no motion detected,no motion detected,empty room
12/26/17,0:13:23,25.38,25.44,NA,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:45:03,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:50:33,25.81,26.06,25.75,25.94,3,4,20,13,0.37,0.42,0.17,0.13,735,2.503846154,motion detected,motion detected,3 persons
12/25/17,10:00:12,25.06,25.06,24.69,25.56,9,10,45,30,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:57:42,25.81,26,25.75,25.94,2,3,13,10,0.37,0.92,0.23,0.09,760,1.873076923,no motion detected,no motion detected,3 persons
12/26/17,1:29:28,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:32:04,25.38,25.44,24.88,NA,158,243,70,54,0.71,0.68,0.27,0.23,455,0.646153846,motion detected,no motion detected,2 persons
12/23/17,0:26:37,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,0.07,375,-7.70E-19,no motion detected,no motion detected,empty room
1/11/18,0:50:30,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,17:06:54,25.88,26.13,25.81,25.94,149,237,180,24,0.27,0.57,0.15,NA,785,1.6,no motion detected,no motion detected,3 persons
1/11/18,0:37:14,25.25,25.31,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/23/17,1:22:47,25.31,25.31,24.88,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/10/18,16:07:09,25.75,26.13,25.56,25.81,7,7,29,26,0.07,0.18,NA,0.08,470,2.973076923,no motion detected,motion detected,3 persons
1/11/18,0:27:32,25.19,25.25,24.81,25.31,0,0,0,0,0.08,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
1/11/18,1:40:33,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,16:34:13,25.81,26,25.69,25.81,5,5,31,17,NA,0.27,0.47,0.17,635,2.742307692,motion detected,motion detected,3 persons
12/22/17,11:31:33,25.38,25.44,24.81,25.81,157,242,69,54,0.58,0.56,0.25,0.16,450,0.538461538,no motion detected,motion detected,2 persons
12/25/17,10:52:47,25.19,25.13,24.81,25.75,11,13,52,37,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:48:25,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.07,365,-0.103846154,no motion detected,no motion detected,empty room
1/11/18,1:06:20,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,0:33:49,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,9:27:01,NA,25.06,24.56,25.44,7,8,37,25,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:10:01,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.07,370,-0.042307692,no motion detected,no motion detected,empty room
12/26/17,1:14:39,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:42:47,25.5,25.56,24.88,25.81,155,235,72,54,0.73,1.15,0.24,0.17,500,2.246153846,no motion detected,no motion detected,2 persons
12/26/17,1:36:06,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,NA,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,17:04:51,25.88,26.06,25.75,25.94,149,238,184,25,0.49,0.17,0.1,0.09,780,1.573076923,no motion detected,motion detected,3 persons
1/11/18,0:06:36,25.25,25.25,24.81,25.38,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/24/17,1:00:40,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,-1.23E-17,no motion detected,no motion detected,empty room
12/23/17,0:01:36,25.38,25.44,NA,25.81,0,0,0,0,0.07,0.05,0.06,0.06,380,0,no motion detected,no motion detected,empty room
12/22/17,10:49:41,24.94,24.75,24.56,25.38,121,34,53,40,0.08,0.19,0.06,0.06,390,0.769230769,no motion detected,no motion detected,1 person
12/22/17,11:40:14,25.44,25.5,24.88,25.75,155,237,69,54,0.63,0.36,0.18,0.13,480,0.957692308,no motion detected,motion detected,2 persons
1/11/18,0:11:42,25.25,25.25,24.88,25.38,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,10:06:50,25.06,25.06,24.69,NA,9,10,45,30,0.08,0.05,NA,0.09,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:34:24,25.13,25.13,24.81,25.75,10,11,49,34,0.08,0.05,NA,0.09,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:03:59,25.13,24.88,24.69,25.56,NA,35,58,44,0.46,NA,0.16,0.07,410,0.719230769,motion detected,no motion detected,1 person
1/11/18,0:46:25,25.19,25.31,24.81,25.31,0,0,0,0,0.08,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/24/17,0:55:34,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.05,NA,0.06,365,-0.165384615,no motion detected,no motion detected,empty room
12/25/17,9:56:37,25.06,25.06,24.63,25.5,9,10,45,30,0.07,NA,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:23:10,25.13,25.06,24.69,25.63,10,11,48,33,0.07,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:02:27,25.13,24.88,24.69,25.5,NA,35,58,45,1.57,0.08,NA,0.14,400,0.388461538,motion detected,no motion detected,1 person
12/24/17,0:29:31,25.44,25.38,24.94,25.63,0,0,0,0,0.07,NA,0.06,0.05,370,0,no motion detected,no motion detected,empty room
1/11/18,0:43:21,25.25,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/24/17,1:40:29,25.38,25.38,24.88,NA,0,0,0,0,0.07,0.05,0.06,0.07,365,0,no motion detected,no motion detected,empty room
12/25/17,9:17:19,NA,NA,24.56,25.31,7,7,36,24,0.08,0.05,0.06,0.09,NA,-0.25,no motion detected,no motion detected,empty room
12/23/17,0:18:26,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.3,no motion detected,no motion detected,empty room
12/22/17,12:00:39,25.56,27.19,25.06,25.88,156,243,71,57,0.37,0.1,0.22,0.06,590,1.996153846,no motion detected,no motion detected,2 persons
12/24/17,0:34:38,25.44,25.44,24.94,NA,0,0,0,0,0.07,NA,0.06,0.06,365,-0.046153846,no motion detected,no motion detected,empty room
12/24/17,1:13:26,25.38,25.38,24.88,NA,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.119230769,no motion detected,no motion detected,empty room
12/26/17,1:32:32,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.06,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:34:41,25.19,25.25,24.88,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,0:08:44,25.38,25.44,NA,25.75,0,0,0,0,0.07,0.05,NA,0.05,380,0,no motion detected,no motion detected,empty room
12/23/17,1:06:57,25.31,25.38,24.88,25.81,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.188461538,no motion detected,no motion detected,empty room
